# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,333.00,0.00,371.00
2.00,1017.00,0.00,716.00
3.00,1692.00,0.00,1049.00
4.00,2387.00,0.00,1393.00
5.00,2969.00,0.00,1707.00
6.00,3579.00,0.00,2022.00
7.00,4234.00,0.00,2345.00
8.00,4806.00,0.00,2691.00
9.00,5424.00,0.00,3003.00
