# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,84.00,0.00,83.00
2.00,250.00,0.00,179.00
3.00,418.00,0.00,274.00
4.00,579.00,0.00,378.00
5.00,736.00,0.00,471.00
6.00,898.00,0.00,561.00
7.00,1083.00,0.00,642.00
8.00,1231.00,0.00,738.00
9.00,1381.00,0.00,821.00
