# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,20.00,0.00,21.00
2.00,51.00,0.00,45.00
3.00,104.00,0.00,63.00
4.00,139.00,0.00,88.00
5.00,174.00,0.00,107.00
6.00,212.00,0.00,132.00
7.00,253.00,0.00,144.00
8.00,292.00,0.00,167.00
9.00,329.00,0.00,190.00
