# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,21.00,0.00,22.00
2.00,54.00,0.00,43.00
3.00,103.00,0.00,64.00
4.00,135.00,0.00,86.00
5.00,169.00,0.00,106.00
6.00,217.00,0.00,117.00
7.00,253.00,0.00,149.00
8.00,295.00,0.00,163.00
9.00,329.00,0.00,186.00
