# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,84.00,0.00,82.00
2.00,243.00,0.00,186.00
3.00,420.00,0.00,277.00
4.00,598.00,0.00,377.00
5.00,748.00,0.00,475.00
6.00,903.00,0.00,549.00
7.00,1072.00,0.00,655.00
8.00,1225.00,0.00,716.00
9.00,1397.00,0.00,822.00
