# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,321.00,0.00,358.00
2.00,983.00,0.00,690.00
3.00,1633.00,0.00,1021.00
4.00,2201.00,0.00,1323.00
5.00,2772.00,0.00,1646.00
6.00,3311.00,0.00,1952.00
7.00,3813.00,0.00,2252.00
8.00,4277.00,0.00,2636.00
9.00,4772.00,0.00,2960.00
