# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,20.00,0.00,19.00
2.00,63.00,0.00,38.00
3.00,82.00,0.00,58.00
4.00,118.00,0.00,73.00
5.00,151.00,0.00,83.00
6.00,181.00,0.00,103.00
7.00,205.00,0.00,103.00
8.00,226.00,0.00,126.00
9.00,235.00,0.00,127.00
