# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,7.00,0.00,12.00
2.00,33.00,0.00,24.00
3.00,47.00,0.00,37.00
4.00,78.00,0.00,51.00
5.00,87.00,0.00,64.00
6.00,103.00,0.00,76.00
7.00,128.00,0.00,85.00
8.00,145.00,0.00,102.00
9.00,171.00,0.00,112.00
