# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,326.00,0.00,348.00
2.00,987.00,0.00,686.00
3.00,1633.00,0.00,1020.00
4.00,2236.00,0.00,1344.00
5.00,2790.00,0.00,1606.00
6.00,3275.00,0.00,1955.00
7.00,3827.00,0.00,2278.00
8.00,4286.00,0.00,2656.00
9.00,4754.00,0.00,2992.00
