# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,7.00,0.00,12.00
2.00,33.00,0.00,22.00
3.00,46.00,0.00,34.00
4.00,77.00,0.00,46.00
5.00,88.00,0.00,54.00
6.00,101.00,0.00,64.00
7.00,129.00,0.00,78.00
8.00,141.00,0.00,91.00
9.00,170.00,0.00,94.00
