# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,331.00,0.00,378.00
2.00,1014.00,0.00,728.00
3.00,1698.00,0.00,1060.00
4.00,2305.00,0.00,1362.00
5.00,2984.00,0.00,1719.00
6.00,3561.00,0.00,2017.00
7.00,4197.00,0.00,2346.00
8.00,4821.00,0.00,2676.00
9.00,5399.00,0.00,2982.00
