# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,83.00,0.00,83.00
2.00,259.00,0.00,178.00
3.00,403.00,0.00,270.00
4.00,575.00,0.00,343.00
5.00,735.00,0.00,436.00
6.00,904.00,0.00,520.00
7.00,1036.00,0.00,596.00
8.00,1204.00,0.00,680.00
9.00,1354.00,0.00,753.00
