# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,78.00,0.00,79.00
2.00,254.00,0.00,154.00
3.00,383.00,0.00,236.00
4.00,523.00,0.00,303.00
5.00,636.00,0.00,361.00
6.00,730.00,0.00,443.00
7.00,827.00,0.00,482.00
8.00,909.00,0.00,529.00
9.00,977.00,0.00,591.00
