# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,309.00,0.00,354.00
2.00,958.00,0.00,677.00
3.00,1555.00,0.00,997.00
4.00,2139.00,0.00,1293.00
5.00,2558.00,0.00,1564.00
6.00,2963.00,0.00,1822.00
7.00,3301.00,0.00,2209.00
8.00,3633.00,0.00,2636.00
9.00,3856.00,0.00,3253.00
