# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,6.00,0.00,11.00
2.00,29.00,0.00,19.00
3.00,44.00,0.00,27.00
4.00,56.00,0.00,35.00
5.00,69.00,0.00,40.00
6.00,91.00,0.00,48.00
7.00,100.00,0.00,60.00
8.00,107.00,0.00,62.00
9.00,116.00,0.00,63.00
