# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,336.00,0.00,390.00
2.00,1054.00,0.00,772.00
3.00,1704.00,0.00,1127.00
4.00,2362.00,0.00,1495.00
5.00,2999.00,0.00,1834.00
6.00,3667.00,0.00,2159.00
7.00,4296.00,0.00,2463.00
8.00,4950.00,0.00,2833.00
9.00,5574.00,0.00,3177.00
