# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,77.00,0.00,79.00
2.00,230.00,0.00,161.00
3.00,377.00,0.00,242.00
4.00,518.00,0.00,299.00
5.00,625.00,0.00,354.00
6.00,707.00,0.00,432.00
7.00,809.00,0.00,482.00
8.00,899.00,0.00,520.00
9.00,961.00,0.00,598.00
