# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,81.00,0.00,82.00
2.00,244.00,0.00,169.00
3.00,392.00,0.00,243.00
4.00,556.00,0.00,330.00
5.00,706.00,0.00,400.00
6.00,807.00,0.00,480.00
7.00,940.00,0.00,527.00
8.00,1068.00,0.00,585.00
9.00,1163.00,0.00,658.00
