# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,21.00,0.00,22.00
2.00,66.00,0.00,46.00
3.00,95.00,0.00,70.00
4.00,156.00,0.00,93.00
5.00,188.00,0.00,117.00
6.00,219.00,0.00,138.00
7.00,260.00,0.00,158.00
8.00,307.00,0.00,182.00
9.00,339.00,0.00,206.00
