# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,333.00,0.00,368.00
2.00,1037.00,0.00,711.00
3.00,1693.00,0.00,1063.00
4.00,2381.00,0.00,1383.00
5.00,2963.00,0.00,1725.00
6.00,3576.00,0.00,2030.00
7.00,4224.00,0.00,2328.00
8.00,4785.00,0.00,2667.00
9.00,5424.00,0.00,3023.00
