# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,7.00,0.00,11.00
2.00,33.00,0.00,22.00
3.00,45.00,0.00,31.00
4.00,71.00,0.00,41.00
5.00,82.00,0.00,49.00
6.00,102.00,0.00,54.00
7.00,118.00,0.00,60.00
8.00,127.00,0.00,69.00
9.00,144.00,0.00,75.00
