# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,7.00,0.00,12.00
2.00,33.00,0.00,23.00
3.00,47.00,0.00,40.00
4.00,64.00,0.00,53.00
5.00,88.00,0.00,63.00
6.00,103.00,0.00,73.00
7.00,128.00,0.00,85.00
8.00,144.00,0.00,96.00
9.00,172.00,0.00,108.00
