# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,83.00,0.00,84.00
2.00,259.00,0.00,166.00
3.00,396.00,0.00,235.00
4.00,550.00,0.00,312.00
5.00,681.00,0.00,394.00
6.00,820.00,0.00,458.00
7.00,942.00,0.00,531.00
8.00,1066.00,0.00,583.00
9.00,1192.00,0.00,653.00
