# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,18.00,0.00,17.00
2.00,54.00,0.00,39.00
3.00,101.00,0.00,53.00
4.00,125.00,0.00,73.00
5.00,171.00,0.00,89.00
6.00,194.00,0.00,106.00
7.00,229.00,0.00,126.00
8.00,269.00,0.00,138.00
9.00,295.00,0.00,159.00
