# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,6.00,0.00,11.00
2.00,30.00,0.00,19.00
3.00,43.00,0.00,31.00
4.00,53.00,0.00,36.00
5.00,68.00,0.00,41.00
6.00,84.00,0.00,51.00
7.00,99.00,0.00,57.00
8.00,110.00,0.00,64.00
9.00,121.00,0.00,65.00
