# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,316.00,0.00,352.00
2.00,1023.00,0.00,681.00
3.00,1633.00,0.00,1018.00
4.00,2235.00,0.00,1321.00
5.00,2786.00,0.00,1627.00
6.00,3282.00,0.00,1926.00
7.00,3755.00,0.00,2220.00
8.00,4273.00,0.00,2622.00
9.00,4740.00,0.00,2958.00
