# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,21.00,0.00,22.00
2.00,66.00,0.00,46.00
3.00,104.00,0.00,69.00
4.00,134.00,0.00,93.00
5.00,177.00,0.00,116.00
6.00,219.00,0.00,141.00
7.00,255.00,0.00,162.00
8.00,299.00,0.00,183.00
9.00,344.00,0.00,212.00
