# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,7.00,0.00,12.00
2.00,33.00,0.00,23.00
3.00,46.00,0.00,35.00
4.00,61.00,0.00,40.00
5.00,83.00,0.00,56.00
6.00,116.00,0.00,68.00
7.00,128.00,0.00,72.00
8.00,165.00,0.00,86.00
9.00,165.00,0.00,95.00
