# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,7.00,0.00,9.00
2.00,31.00,0.00,18.00
3.00,39.00,0.00,28.00
4.00,70.00,0.00,35.00
5.00,78.00,0.00,42.00
6.00,84.00,0.00,50.00
7.00,101.00,0.00,51.00
8.00,114.00,0.00,62.00
9.00,119.00,0.00,66.00
