# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,84.00,0.00,83.00
2.00,248.00,0.00,184.00
3.00,420.00,0.00,277.00
4.00,594.00,0.00,376.00
5.00,752.00,0.00,473.00
6.00,916.00,0.00,560.00
7.00,1064.00,0.00,641.00
8.00,1243.00,0.00,748.00
9.00,1390.00,0.00,813.00
