# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,21.00,0.00,22.00
2.00,66.00,0.00,46.00
3.00,105.00,0.00,69.00
4.00,155.00,0.00,91.00
5.00,179.00,0.00,116.00
6.00,218.00,0.00,144.00
7.00,258.00,0.00,162.00
8.00,334.00,0.00,182.00
9.00,342.00,0.00,212.00
