# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,21.00,0.00,22.00
2.00,66.00,0.00,45.00
3.00,104.00,0.00,68.00
4.00,155.00,0.00,92.00
5.00,188.00,0.00,115.00
6.00,215.00,0.00,132.00
7.00,256.00,0.00,164.00
8.00,302.00,0.00,186.00
9.00,342.00,0.00,223.00
