# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,319.00,0.00,348.00
2.00,1001.00,0.00,698.00
3.00,1644.00,0.00,1008.00
4.00,2185.00,0.00,1328.00
5.00,2780.00,0.00,1621.00
6.00,3293.00,0.00,1903.00
7.00,3824.00,0.00,2237.00
8.00,4309.00,0.00,2621.00
9.00,4730.00,0.00,2979.00
