# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,6.00,0.00,11.00
2.00,30.00,0.00,21.00
3.00,43.00,0.00,29.00
4.00,66.00,0.00,34.00
5.00,76.00,0.00,41.00
6.00,85.00,0.00,47.00
7.00,98.00,0.00,53.00
8.00,104.00,0.00,60.00
9.00,121.00,0.00,66.00
