# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,78.00,0.00,77.00
2.00,244.00,0.00,151.00
3.00,381.00,0.00,238.00
4.00,526.00,0.00,291.00
5.00,623.00,0.00,368.00
6.00,727.00,0.00,435.00
7.00,830.00,0.00,491.00
8.00,909.00,0.00,550.00
9.00,965.00,0.00,597.00
