# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,7.00,0.00,12.00
2.00,33.00,0.00,24.00
3.00,48.00,0.00,36.00
4.00,64.00,0.00,51.00
5.00,87.00,0.00,61.00
6.00,116.00,0.00,74.00
7.00,129.00,0.00,92.00
8.00,145.00,0.00,100.00
9.00,171.00,0.00,110.00
