# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,7.00,0.00,12.00
2.00,33.00,0.00,22.00
3.00,44.00,0.00,36.00
4.00,77.00,0.00,46.00
5.00,88.00,0.00,61.00
6.00,100.00,0.00,66.00
7.00,129.00,0.00,77.00
8.00,139.00,0.00,83.00
9.00,161.00,0.00,93.00
