# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,79.00,0.00,79.00
2.00,246.00,0.00,152.00
3.00,377.00,0.00,235.00
4.00,506.00,0.00,302.00
5.00,633.00,0.00,370.00
6.00,730.00,0.00,423.00
7.00,830.00,0.00,481.00
8.00,894.00,0.00,554.00
9.00,973.00,0.00,596.00
