# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,7.00,0.00,12.00
2.00,33.00,0.00,24.00
3.00,47.00,0.00,40.00
4.00,77.00,0.00,47.00
5.00,88.00,0.00,64.00
6.00,102.00,0.00,76.00
7.00,129.00,0.00,88.00
8.00,151.00,0.00,105.00
9.00,171.00,0.00,108.00
