# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,325.00,0.00,350.00
2.00,995.00,0.00,697.00
3.00,1632.00,0.00,1014.00
4.00,2235.00,0.00,1333.00
5.00,2758.00,0.00,1611.00
6.00,3348.00,0.00,1931.00
7.00,3812.00,0.00,2281.00
8.00,4300.00,0.00,2604.00
9.00,4774.00,0.00,3025.00
