# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,21.00,0.00,22.00
2.00,66.00,0.00,46.00
3.00,105.00,0.00,70.00
4.00,141.00,0.00,94.00
5.00,173.00,0.00,117.00
6.00,219.00,0.00,136.00
7.00,261.00,0.00,164.00
8.00,298.00,0.00,181.00
9.00,345.00,0.00,204.00
