# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,21.00,0.00,22.00
2.00,53.00,0.00,48.00
3.00,105.00,0.00,69.00
4.00,156.00,0.00,90.00
5.00,174.00,0.00,114.00
6.00,219.00,0.00,140.00
7.00,259.00,0.00,166.00
8.00,299.00,0.00,188.00
9.00,343.00,0.00,197.00
