# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,308.00,0.00,346.00
2.00,974.00,0.00,674.00
3.00,1544.00,0.00,996.00
4.00,2085.00,0.00,1274.00
5.00,2523.00,0.00,1564.00
6.00,2950.00,0.00,1836.00
7.00,3278.00,0.00,2236.00
8.00,3603.00,0.00,2617.00
9.00,3859.00,0.00,3236.00
