# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,84.00,0.00,82.00
2.00,264.00,0.00,183.00
3.00,419.00,0.00,271.00
4.00,579.00,0.00,375.00
5.00,747.00,0.00,469.00
6.00,902.00,0.00,553.00
7.00,1079.00,0.00,646.00
8.00,1236.00,0.00,728.00
9.00,1377.00,0.00,809.00
