# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,6.00,0.00,10.00
2.00,31.00,0.00,20.00
3.00,45.00,0.00,32.00
4.00,71.00,0.00,38.00
5.00,81.00,0.00,50.00
6.00,91.00,0.00,54.00
7.00,115.00,0.00,60.00
8.00,121.00,0.00,77.00
9.00,145.00,0.00,78.00
