# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,321.00,0.00,346.00
2.00,945.00,0.00,672.00
3.00,1532.00,0.00,1002.00
4.00,2089.00,0.00,1263.00
5.00,2549.00,0.00,1548.00
6.00,2935.00,0.00,1833.00
7.00,3287.00,0.00,2133.00
8.00,3606.00,0.00,2624.00
9.00,3848.00,0.00,3075.00
