# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,21.00,0.00,21.00
2.00,53.00,0.00,40.00
3.00,87.00,0.00,57.00
4.00,124.00,0.00,74.00
5.00,155.00,0.00,80.00
6.00,181.00,0.00,105.00
7.00,198.00,0.00,113.00
8.00,215.00,0.00,132.00
9.00,232.00,0.00,143.00
