# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,21.00,0.00,22.00
2.00,66.00,0.00,46.00
3.00,105.00,0.00,64.00
4.00,154.00,0.00,85.00
5.00,173.00,0.00,109.00
6.00,213.00,0.00,123.00
7.00,255.00,0.00,146.00
8.00,294.00,0.00,168.00
9.00,334.00,0.00,184.00
