# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,21.00,0.00,21.00
2.00,66.00,0.00,46.00
3.00,92.00,0.00,63.00
4.00,155.00,0.00,87.00
5.00,184.00,0.00,108.00
6.00,213.00,0.00,131.00
7.00,251.00,0.00,155.00
8.00,295.00,0.00,163.00
9.00,328.00,0.00,184.00
