# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,83.00,0.00,85.00
2.00,247.00,0.00,180.00
3.00,412.00,0.00,262.00
4.00,568.00,0.00,342.00
5.00,731.00,0.00,431.00
6.00,883.00,0.00,521.00
7.00,1054.00,0.00,590.00
8.00,1184.00,0.00,648.00
9.00,1341.00,0.00,759.00
