# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,21.00,0.00,22.00
2.00,66.00,0.00,43.00
3.00,104.00,0.00,62.00
4.00,134.00,0.00,87.00
5.00,181.00,0.00,104.00
6.00,219.00,0.00,128.00
7.00,258.00,0.00,152.00
8.00,298.00,0.00,172.00
9.00,331.00,0.00,184.00
