# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,330.00,0.00,386.00
2.00,1034.00,0.00,719.00
3.00,1691.00,0.00,1059.00
4.00,2327.00,0.00,1367.00
5.00,2996.00,0.00,1711.00
6.00,3598.00,0.00,2011.00
7.00,4175.00,0.00,2355.00
8.00,4780.00,0.00,2678.00
9.00,5419.00,0.00,3029.00
