# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,7.00,0.00,11.00
2.00,33.00,0.00,24.00
3.00,47.00,0.00,36.00
4.00,74.00,0.00,44.00
5.00,84.00,0.00,55.00
6.00,114.00,0.00,63.00
7.00,128.00,0.00,71.00
8.00,146.00,0.00,89.00
9.00,169.00,0.00,90.00
