# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,82.00,0.00,81.00
2.00,238.00,0.00,167.00
3.00,403.00,0.00,248.00
4.00,544.00,0.00,329.00
5.00,669.00,0.00,403.00
6.00,840.00,0.00,450.00
7.00,961.00,0.00,525.00
8.00,1052.00,0.00,593.00
9.00,1173.00,0.00,677.00
