# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,76.00,0.00,77.00
2.00,248.00,0.00,151.00
3.00,379.00,0.00,239.00
4.00,529.00,0.00,306.00
5.00,627.00,0.00,362.00
6.00,734.00,0.00,429.00
7.00,828.00,0.00,481.00
8.00,897.00,0.00,544.00
9.00,960.00,0.00,595.00
