# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,81.00,0.00,80.00
2.00,229.00,0.00,164.00
3.00,378.00,0.00,229.00
4.00,509.00,0.00,297.00
5.00,630.00,0.00,351.00
6.00,714.00,0.00,419.00
7.00,827.00,0.00,502.00
8.00,901.00,0.00,539.00
9.00,974.00,0.00,604.00
