# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,335.00,0.00,391.00
2.00,1026.00,0.00,785.00
3.00,1701.00,0.00,1123.00
4.00,2363.00,0.00,1478.00
5.00,3013.00,0.00,1796.00
6.00,3648.00,0.00,2149.00
7.00,4279.00,0.00,2502.00
8.00,4895.00,0.00,2810.00
9.00,5535.00,0.00,3162.00
