# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,319.00,0.00,344.00
2.00,980.00,0.00,693.00
3.00,1557.00,0.00,990.00
4.00,2055.00,0.00,1256.00
5.00,2515.00,0.00,1558.00
6.00,2909.00,0.00,1850.00
7.00,3304.00,0.00,2206.00
8.00,3605.00,0.00,2574.00
9.00,3885.00,0.00,3005.00
