# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,20.00,0.00,19.00
2.00,60.00,0.00,35.00
3.00,98.00,0.00,59.00
4.00,133.00,0.00,72.00
5.00,150.00,0.00,87.00
6.00,165.00,0.00,96.00
7.00,200.00,0.00,110.00
8.00,221.00,0.00,130.00
9.00,236.00,0.00,139.00
