# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,336.00,0.00,399.00
2.00,1048.00,0.00,779.00
3.00,1704.00,0.00,1148.00
4.00,2355.00,0.00,1470.00
5.00,3009.00,0.00,1827.00
6.00,3648.00,0.00,2155.00
7.00,4299.00,0.00,2479.00
8.00,4928.00,0.00,2825.00
9.00,5546.00,0.00,3193.00
