# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,84.00,0.00,84.00
2.00,260.00,0.00,178.00
3.00,410.00,0.00,262.00
4.00,599.00,0.00,353.00
5.00,736.00,0.00,438.00
6.00,904.00,0.00,510.00
7.00,1053.00,0.00,584.00
8.00,1212.00,0.00,686.00
9.00,1364.00,0.00,745.00
