# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,84.00,0.00,83.00
2.00,244.00,0.00,184.00
3.00,417.00,0.00,274.00
4.00,623.00,0.00,377.00
5.00,747.00,0.00,463.00
6.00,920.00,0.00,557.00
7.00,1066.00,0.00,631.00
8.00,1230.00,0.00,725.00
9.00,1399.00,0.00,806.00
