# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,21.00,0.00,20.00
2.00,63.00,0.00,41.00
3.00,91.00,0.00,58.00
4.00,126.00,0.00,77.00
5.00,166.00,0.00,99.00
6.00,196.00,0.00,113.00
7.00,230.00,0.00,131.00
8.00,267.00,0.00,141.00
9.00,297.00,0.00,154.00
