# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,7.00,0.00,12.00
2.00,33.00,0.00,24.00
3.00,47.00,0.00,39.00
4.00,63.00,0.00,51.00
5.00,87.00,0.00,65.00
6.00,117.00,0.00,75.00
7.00,131.00,0.00,86.00
8.00,144.00,0.00,97.00
9.00,169.00,0.00,110.00
